id,outliers
0,0.0004210175008676494
1,0.0018648193488766318
2,0.0005889272173521377
3,8.144190548892067e-05
4,0.0013870701071509641
5,0.0002693772868707087
6,0.00022324459532027766
7,0.00010307206018834075
8,0.0010221288517848848
9,0.002049275702178743
10,0.00037980052886759394
11,0.00011031210463527249
12,0.00010834970463540858
13,0.0004498233345191041
14,0.0007963603542804512
15,0.00012317303411817695
16,8.619096401824952e-05
17,0.0002889272734471919
18,0.00016487633636956016
19,8.481273032902175e-05
20,0.0001282748389703218
21,0.0038079579747886923
22,0.00016148263273012308
23,0.0001823666101584377
24,0.00011004095549796053
25,0.00016606432799128707
26,7.122705676431984e-05
27,0.0006512622139955723
28,0.00013140303059992878
29,0.0010669283587522403
30,9.822193045439147e-05
31,0.004902669294963968
32,0.002277086526388201
33,0.0001753782009861224
34,0.0001344323369530763
35,0.0004343217831625841
36,0.000894464806468268
37,0.00026032655327446293
38,4.039028421606569e-05
39,0.00011638746585545546
40,0.00013678788669668575
41,0.0004752583116654811
42,7.660619442091413e-05
43,0.0009388279099379404
44,7.432023216182371e-05
45,7.213357862737524e-05
46,0.00016580937165952355
47,0.0006812919454679497
48,0.0006348600003058655
49,7.915959687965693e-05
50,0.0035629200574666684
51,4.1277294757811466e-05
52,0.005276649704221045
53,0.0007006937937824999
54,0.00011291865315941554
55,0.00019265376406537123
56,7.92355709695652e-05
57,0.0001132411058219634
58,0.00012090505772417765
59,0.00014441224898862343
60,0.00019709775804658313
61,7.370219704713635e-05
62,7.471552798793237e-05
63,0.0001547560982012505
64,0.00019692713410549248
65,0.00015838310044118326
66,0.0012683230243230184
67,0.00013758776242701055
68,0.00014820723743188082
69,8.768858471149743e-05
70,8.233955194229279e-05
71,0.00018210081596876885
72,9.710407787714038e-05
73,0.0003475481102522905
74,0.00016409435782751744
75,0.00010215779560680639
76,0.004257533156088364
77,7.050277593470593e-05
78,0.0006878496399728061
79,4.5860817120153846e-05
80,4.5575153788549315e-05
81,0.00024313320146011192
82,7.448024744525868e-05
83,8.717906145086997e-05
84,0.0011333180261273357
85,4.813376142056285e-05
86,7.480020951726895e-05
87,0.0002484749765089445
88,8.913457866324809e-05
89,0.0024097084970563145
90,0.00010332884842602015
91,7.544213040302937e-05
92,6.357824418223246e-05
93,4.2608886362339e-05
94,0.0014228086066991324
95,6.1023508300032654e-05
96,5.084195637130755e-05
97,0.0006068945474204314
98,7.547874755376348e-05
99,0.00023009173749297996
100,0.00012750775430505745
101,5.418427427132852e-05
102,0.00015243040367443432
103,8.403617034467864e-05
104,0.0003004296169888796
105,9.882244528689022e-05
106,7.765336131038884e-05
107,0.0006480761915951799
108,0.00011272608628549994
109,7.493468978985158e-05
110,0.000293281155226049
111,0.00010933431758137726
112,0.006755696200926431
113,0.0001977562627897106
114,0.00022496423106399064
115,0.0002685297285726252
116,8.413619902186342e-05
117,8.971303267354201e-05
118,0.001659926506785665
119,0.00013115558277255595
120,0.00021035477236368768
121,0.001078719829956821
122,9.551052846200003e-05
123,0.0004324264488409872
124,0.00011814389853457064
125,0.00015358020835428118
126,0.0003374624401343027
127,6.60954283872084e-05
128,0.00011123147757801161
129,6.328289871059959e-05
130,0.0001321340266595423
131,0.00010190850262730318
132,0.0016483231879465573
133,0.000139761655854613
134,0.0001045603656133838
135,0.001109869076900997
