id,outliers
0,0.7014593420441826
1,0.43523643110841137
2,0.1765222488707807
3,0.2788834359691048
4,0.6020231612808492
5,0.8155691573195198
6,0.20558892587501862
7,0.06713331462263376
8,0.1625803043709774
9,0.49384828495655503
10,0.24284207984268233
11,0.1430895484559195
12,0.5291420733838659
13,0.06812045604955297
14,0.15136530667584092
15,0.10143717247542094
16,0.5757993550568941
17,0.11971928371865262
18,0.09151784353725731
19,0.08053332091494708
20,0.052907331132723785
21,0.08161378641216552
22,0.09512706711370017
23,0.10211049011705561
24,0.45001696152895615
25,0.6073014293111805
26,0.1689957408477594
27,0.2565159913013682
28,0.8727814380756436
29,0.20715868637617882
30,0.26165075884777955
31,0.41292987185025476
32,0.39053081815119495
33,0.44661688668937904
34,0.2198448865202975
35,0.399285831475083
36,0.7461182737051888
37,0.07844455772602046
38,0.48483476396163494
39,0.08907632108064786
40,0.09444009509657256
41,0.32050307426887115
42,0.4120747663695503
43,0.515526311344776
44,0.10349279429648733
45,0.667277798871835
46,0.3521932480677356
47,0.04726200686454196
48,0.19405871865853186
49,0.09196005918555851
50,0.12987220506524763
51,0.1862257616677846
52,0.0
53,0.07067963193009426
54,0.2455421908553782
55,0.10723521589673639
56,0.0
57,0.07442951118779527
58,1.0093861602915473
59,0.2428672272094273
60,0.11615554097638896
61,0.5700918613232594
62,0.07126810692200007
63,0.2354081600530181
64,0.24804587184005983
65,0.11613524225362264
66,0.08612745766645787
67,0.09471780721396161
68,0.3635841045136414
69,0.2501455664596001
70,0.4294529148591544
71,0.0
72,0.5216966820647257
73,0.0
74,0.45099333287769283
75,0.08599884337999532
76,0.28022067008070867
77,0.5963890207526065
78,0.49656855682953427
79,0.5749362117169451
80,0.04293928829659339
81,0.14368855782464768
82,0.0
83,0.8321210159002328
84,0.6095817287585852
85,0.4591421651927466
86,0.08389562217310757
87,0.11520740552538243
88,0.10160949527791255
89,0.5691798760144087
90,0.1749505501092632
91,0.0904022841438685
92,0.5502473970025582
93,0.15563560967355544
94,0.33469791939320537
95,0.3181677015119942
96,0.06897823162302666
97,0.0
98,0.13806174928281306
99,0.5170095804824117
100,0.7189842345068496
101,0.26322095390626077
102,0.16162642931436816
103,0.3881647453400667
104,0.1424556252310559
105,0.6358242074350419
106,0.49035503236199784
107,0.4476507658368003
108,0.6261933812704725
109,0.047517608621559536
110,0.06751737417081377
111,0.07446916168402898
112,0.19673469823027892
113,0.16821517923935045
114,0.11938704643861797
115,0.30353392813361035
116,0.15950504369223062
117,0.2861686622225368
118,0.06196016708765343
119,0.30594884579372983
120,0.9381176443811969
121,0.6803405390537973
122,0.3058080443204543
123,0.5368997243391258
124,0.11308688323254538
125,0.32129856210864727
126,0.18743256671074163
127,0.0
128,0.2945851664379139
129,0.4326721965588508
130,0.21028170281207953
131,0.515156366243648
132,0.16310938911468287
133,0.4618922678732409
134,0.546922016217242
135,0.4528729187085093
136,0.182757954990662
137,0.18912497674170903
138,0.06465077113400089
